Tick;Step;Rule;speed;0_Position;1_Position;ID
184;184;;1;237;189;452f497d-cfb1-4464-b332-d24c335eec12
185;185;;1;230;190;a86667f6-76a5-440d-811a-9885aa6702b0
185;185;;1;237;190;452f497d-cfb1-4464-b332-d24c335eec12
186;186;;1;230;191;a86667f6-76a5-440d-811a-9885aa6702b0
186;186;;1;237;191;452f497d-cfb1-4464-b332-d24c335eec12
187;187;;1;230;192;a86667f6-76a5-440d-811a-9885aa6702b0
187;187;;1;237;192;452f497d-cfb1-4464-b332-d24c335eec12
188;188;;1;230;193;a86667f6-76a5-440d-811a-9885aa6702b0
188;188;;1;237;193;452f497d-cfb1-4464-b332-d24c335eec12
189;189;;1;230;194;a86667f6-76a5-440d-811a-9885aa6702b0
189;189;;1;237;194;452f497d-cfb1-4464-b332-d24c335eec12
190;190;;1;230;195;a86667f6-76a5-440d-811a-9885aa6702b0
190;190;;1;237;195;452f497d-cfb1-4464-b332-d24c335eec12
191;191;;1;230;196;a86667f6-76a5-440d-811a-9885aa6702b0
191;191;;1;237;196;452f497d-cfb1-4464-b332-d24c335eec12
192;192;;1;230;197;a86667f6-76a5-440d-811a-9885aa6702b0
192;192;;1;237;197;452f497d-cfb1-4464-b332-d24c335eec12
193;193;;1;230;198;a86667f6-76a5-440d-811a-9885aa6702b0
193;193;;1;237;198;452f497d-cfb1-4464-b332-d24c335eec12
194;194;;1;230;199;a86667f6-76a5-440d-811a-9885aa6702b0
194;194;;1;237;199;452f497d-cfb1-4464-b332-d24c335eec12
195;195;;1;230;200;a86667f6-76a5-440d-811a-9885aa6702b0
195;195;;1;237;200;452f497d-cfb1-4464-b332-d24c335eec12
196;196;;1;230;201;a86667f6-76a5-440d-811a-9885aa6702b0
196;196;;1;237;201;452f497d-cfb1-4464-b332-d24c335eec12
197;197;;1;230;202;a86667f6-76a5-440d-811a-9885aa6702b0
197;197;;1;237;202;452f497d-cfb1-4464-b332-d24c335eec12
198;198;;1;230;203;a86667f6-76a5-440d-811a-9885aa6702b0
198;198;;1;237;203;452f497d-cfb1-4464-b332-d24c335eec12
199;199;;1;230;204;a86667f6-76a5-440d-811a-9885aa6702b0
199;199;;1;237;204;452f497d-cfb1-4464-b332-d24c335eec12
200;200;;1;230;205;a86667f6-76a5-440d-811a-9885aa6702b0
200;200;;1;237;205;452f497d-cfb1-4464-b332-d24c335eec12
201;201;;1;230;206;a86667f6-76a5-440d-811a-9885aa6702b0
201;201;;1;237;206;452f497d-cfb1-4464-b332-d24c335eec12
202;202;;1;230;207;a86667f6-76a5-440d-811a-9885aa6702b0
202;202;;1;237;207;452f497d-cfb1-4464-b332-d24c335eec12
203;203;;1;230;208;a86667f6-76a5-440d-811a-9885aa6702b0
203;203;;1;237;208;452f497d-cfb1-4464-b332-d24c335eec12
204;204;;1;230;209;a86667f6-76a5-440d-811a-9885aa6702b0
204;204;;1;237;209;452f497d-cfb1-4464-b332-d24c335eec12
205;205;;1;230;210;a86667f6-76a5-440d-811a-9885aa6702b0
205;205;;1;237;210;452f497d-cfb1-4464-b332-d24c335eec12
206;206;;1;230;211;a86667f6-76a5-440d-811a-9885aa6702b0
206;206;;1;237;211;452f497d-cfb1-4464-b332-d24c335eec12
207;207;;1;230;212;a86667f6-76a5-440d-811a-9885aa6702b0
207;207;;1;237;212;452f497d-cfb1-4464-b332-d24c335eec12
208;208;;1;230;213;a86667f6-76a5-440d-811a-9885aa6702b0
208;208;;1;237;213;452f497d-cfb1-4464-b332-d24c335eec12
209;209;;1;230;214;a86667f6-76a5-440d-811a-9885aa6702b0
209;209;;1;237;214;452f497d-cfb1-4464-b332-d24c335eec12
210;210;;1;230;215;a86667f6-76a5-440d-811a-9885aa6702b0
210;210;;1;237;215;452f497d-cfb1-4464-b332-d24c335eec12
211;211;;1;230;216;a86667f6-76a5-440d-811a-9885aa6702b0
211;211;;1;237;216;452f497d-cfb1-4464-b332-d24c335eec12
212;212;;1;230;217;a86667f6-76a5-440d-811a-9885aa6702b0
212;212;;1;237;217;452f497d-cfb1-4464-b332-d24c335eec12
213;213;;1;230;218;a86667f6-76a5-440d-811a-9885aa6702b0
213;213;;1;237;218;452f497d-cfb1-4464-b332-d24c335eec12
214;214;;1;230;219;a86667f6-76a5-440d-811a-9885aa6702b0
214;214;;1;237;219;452f497d-cfb1-4464-b332-d24c335eec12
215;215;;1;230;220;a86667f6-76a5-440d-811a-9885aa6702b0
215;215;;1;237;220;452f497d-cfb1-4464-b332-d24c335eec12
216;216;;1;230;221;a86667f6-76a5-440d-811a-9885aa6702b0
216;216;;1;237;221;452f497d-cfb1-4464-b332-d24c335eec12
217;217;;1;230;222;a86667f6-76a5-440d-811a-9885aa6702b0
217;217;;1;237;222;452f497d-cfb1-4464-b332-d24c335eec12
218;218;;1;230;223;a86667f6-76a5-440d-811a-9885aa6702b0
218;218;;1;237;223;452f497d-cfb1-4464-b332-d24c335eec12
219;219;;1;230;224;a86667f6-76a5-440d-811a-9885aa6702b0
219;219;;1;237;224;452f497d-cfb1-4464-b332-d24c335eec12
220;220;;1;230;225;a86667f6-76a5-440d-811a-9885aa6702b0
220;220;;1;237;225;452f497d-cfb1-4464-b332-d24c335eec12
221;221;;1;230;226;a86667f6-76a5-440d-811a-9885aa6702b0
221;221;;1;237;226;452f497d-cfb1-4464-b332-d24c335eec12
222;222;;1;230;227;a86667f6-76a5-440d-811a-9885aa6702b0
222;222;;1;237;227;452f497d-cfb1-4464-b332-d24c335eec12
223;223;;1;230;228;a86667f6-76a5-440d-811a-9885aa6702b0
223;223;;1;237;228;452f497d-cfb1-4464-b332-d24c335eec12
224;224;;1;230;229;a86667f6-76a5-440d-811a-9885aa6702b0
224;224;;1;237;229;452f497d-cfb1-4464-b332-d24c335eec12
225;225;;1;230;230;a86667f6-76a5-440d-811a-9885aa6702b0
225;225;;1;237;230;452f497d-cfb1-4464-b332-d24c335eec12
226;226;;1;230;231;a86667f6-76a5-440d-811a-9885aa6702b0
226;226;;1;237;231;452f497d-cfb1-4464-b332-d24c335eec12
227;227;;1;230;232;a86667f6-76a5-440d-811a-9885aa6702b0
227;227;;1;237;232;452f497d-cfb1-4464-b332-d24c335eec12
228;228;;1;230;233;a86667f6-76a5-440d-811a-9885aa6702b0
228;228;;1;237;233;452f497d-cfb1-4464-b332-d24c335eec12
229;229;;1;230;234;a86667f6-76a5-440d-811a-9885aa6702b0
229;229;;1;237;234;452f497d-cfb1-4464-b332-d24c335eec12
230;230;;1;230;235;a86667f6-76a5-440d-811a-9885aa6702b0
230;230;;1;237;235;452f497d-cfb1-4464-b332-d24c335eec12
231;231;;1;230;236;a86667f6-76a5-440d-811a-9885aa6702b0
231;231;;1;237;236;452f497d-cfb1-4464-b332-d24c335eec12
232;232;;1;230;237;a86667f6-76a5-440d-811a-9885aa6702b0
232;232;;1;237;237;452f497d-cfb1-4464-b332-d24c335eec12
233;233;;1;230;238;a86667f6-76a5-440d-811a-9885aa6702b0
233;233;;1;237;238;452f497d-cfb1-4464-b332-d24c335eec12
234;234;;1;230;239;a86667f6-76a5-440d-811a-9885aa6702b0
234;234;;1;237;239;452f497d-cfb1-4464-b332-d24c335eec12
235;235;;1;230;240;a86667f6-76a5-440d-811a-9885aa6702b0
235;235;;1;237;240;452f497d-cfb1-4464-b332-d24c335eec12
236;236;;1;230;241;a86667f6-76a5-440d-811a-9885aa6702b0
236;236;;1;237;241;452f497d-cfb1-4464-b332-d24c335eec12
237;237;;1;230;242;a86667f6-76a5-440d-811a-9885aa6702b0
237;237;;1;237;242;452f497d-cfb1-4464-b332-d24c335eec12
238;238;;1;230;243;a86667f6-76a5-440d-811a-9885aa6702b0
238;238;;1;237;243;452f497d-cfb1-4464-b332-d24c335eec12
239;239;;1;230;244;a86667f6-76a5-440d-811a-9885aa6702b0
239;239;;1;237;244;452f497d-cfb1-4464-b332-d24c335eec12
240;240;;1;230;245;a86667f6-76a5-440d-811a-9885aa6702b0
240;240;;1;237;245;452f497d-cfb1-4464-b332-d24c335eec12
241;241;;1;230;246;a86667f6-76a5-440d-811a-9885aa6702b0
241;241;;1;237;246;452f497d-cfb1-4464-b332-d24c335eec12
242;242;;1;230;247;a86667f6-76a5-440d-811a-9885aa6702b0
242;242;;1;237;247;452f497d-cfb1-4464-b332-d24c335eec12
243;243;;1;230;248;a86667f6-76a5-440d-811a-9885aa6702b0
243;243;;1;237;248;452f497d-cfb1-4464-b332-d24c335eec12
244;244;;1;230;249;a86667f6-76a5-440d-811a-9885aa6702b0
244;244;;1;237;249;452f497d-cfb1-4464-b332-d24c335eec12
245;245;;1;230;250;a86667f6-76a5-440d-811a-9885aa6702b0
245;245;;1;237;250;452f497d-cfb1-4464-b332-d24c335eec12
246;246;;1;230;251;a86667f6-76a5-440d-811a-9885aa6702b0
246;246;;1;237;251;452f497d-cfb1-4464-b332-d24c335eec12
247;247;;1;230;252;a86667f6-76a5-440d-811a-9885aa6702b0
247;247;;1;237;252;452f497d-cfb1-4464-b332-d24c335eec12
248;248;;1;230;253;a86667f6-76a5-440d-811a-9885aa6702b0
248;248;;1;237;253;452f497d-cfb1-4464-b332-d24c335eec12
249;249;;1;230;254;a86667f6-76a5-440d-811a-9885aa6702b0
249;249;;1;237;254;452f497d-cfb1-4464-b332-d24c335eec12
250;250;;1;230;255;a86667f6-76a5-440d-811a-9885aa6702b0
250;250;;1;237;255;452f497d-cfb1-4464-b332-d24c335eec12
