Tick;Step;Rule;speed;0_Position;1_Position;ID
33;33;;1.5;30;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
33;33;;1.5;101;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
33;33;;1.5;99;1;bdbbabf5-d97f-46bc-b016-9631c0123a39
33;33;;1.5;32;22;4fd36160-e387-4502-b545-41e9ecd02684
34;34;;1.5;126;7;6a51b22d-3640-40f2-91e3-95587ea6605a
34;34;;1.5;166;12;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
34;34;;1.5;227;30;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
34;34;;1.5;164;12;0193dabb-4810-4d11-842b-6ba905240ebb
34;34;;1.5;32;20;b7fd22e4-83af-4875-99e4-a04860578d25
34;34;;1.5;34;27;b7779038-56d6-4363-929f-aef47f760de4
34;34;;1.5;31;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
34;34;;1.5;102;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
34;34;;1.5;100;1;bdbbabf5-d97f-46bc-b016-9631c0123a39
34;34;;1.5;33;22;4fd36160-e387-4502-b545-41e9ecd02684
35;35;;1.5;127;7;6a51b22d-3640-40f2-91e3-95587ea6605a
35;35;;1.5;167;13;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
35;35;;1.5;227;31;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
35;35;;1.5;165;13;0193dabb-4810-4d11-842b-6ba905240ebb
35;35;;1.5;33;20;b7fd22e4-83af-4875-99e4-a04860578d25
35;35;;1.5;35;27;b7779038-56d6-4363-929f-aef47f760de4
35;35;;1.5;32;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
35;35;;1.5;103;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
35;35;;1.5;101;1;bdbbabf5-d97f-46bc-b016-9631c0123a39
35;35;;1.5;34;22;4fd36160-e387-4502-b545-41e9ecd02684
36;36;;1.5;128;7;6a51b22d-3640-40f2-91e3-95587ea6605a
36;36;;1.5;168;14;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
36;36;;1.5;227;32;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
36;36;;1.5;166;14;0193dabb-4810-4d11-842b-6ba905240ebb
36;36;;1.5;34;20;b7fd22e4-83af-4875-99e4-a04860578d25
36;36;;1.5;36;27;b7779038-56d6-4363-929f-aef47f760de4
36;36;;1.5;33;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
36;36;;1.5;104;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
36;36;;1.5;102;1;bdbbabf5-d97f-46bc-b016-9631c0123a39
36;36;;1.5;35;22;4fd36160-e387-4502-b545-41e9ecd02684
37;37;;1.5;129;7;6a51b22d-3640-40f2-91e3-95587ea6605a
37;37;;1.5;169;15;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
37;37;;1.5;227;33;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
37;37;;1.5;167;15;0193dabb-4810-4d11-842b-6ba905240ebb
37;37;;1.5;35;20;b7fd22e4-83af-4875-99e4-a04860578d25
37;37;;1.5;37;27;b7779038-56d6-4363-929f-aef47f760de4
37;37;;1.5;34;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
37;37;;1.5;105;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
37;37;;1.5;103;1;bdbbabf5-d97f-46bc-b016-9631c0123a39
37;37;;1.5;36;22;4fd36160-e387-4502-b545-41e9ecd02684
38;38;;1.5;130;8;6a51b22d-3640-40f2-91e3-95587ea6605a
38;38;;1.5;170;16;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
38;38;;1.5;227;34;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
38;38;;1.5;168;16;0193dabb-4810-4d11-842b-6ba905240ebb
38;38;;1.5;36;20;b7fd22e4-83af-4875-99e4-a04860578d25
38;38;;1.5;38;27;b7779038-56d6-4363-929f-aef47f760de4
38;38;;1.5;35;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
38;38;;1.5;106;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
38;38;;1.5;104;1;bdbbabf5-d97f-46bc-b016-9631c0123a39
38;38;;1.5;37;22;4fd36160-e387-4502-b545-41e9ecd02684
39;39;;1.5;131;9;6a51b22d-3640-40f2-91e3-95587ea6605a
39;39;;1.5;171;17;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
39;39;;1.5;227;35;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
39;39;;1.5;169;17;0193dabb-4810-4d11-842b-6ba905240ebb
39;39;;1.5;37;20;b7fd22e4-83af-4875-99e4-a04860578d25
39;39;;1.5;39;27;b7779038-56d6-4363-929f-aef47f760de4
39;39;;1.5;36;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
39;39;;1.5;107;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
39;39;;1.5;105;1;bdbbabf5-d97f-46bc-b016-9631c0123a39
39;39;;1.5;38;22;4fd36160-e387-4502-b545-41e9ecd02684
40;40;;1.5;132;10;6a51b22d-3640-40f2-91e3-95587ea6605a
40;40;;1.5;172;18;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
40;40;;1.5;227;36;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
40;40;;1.5;170;18;0193dabb-4810-4d11-842b-6ba905240ebb
40;40;;1.5;38;20;b7fd22e4-83af-4875-99e4-a04860578d25
40;40;;1.5;40;27;b7779038-56d6-4363-929f-aef47f760de4
40;40;;1.5;37;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
40;40;;1.5;108;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
40;40;;1.5;106;1;bdbbabf5-d97f-46bc-b016-9631c0123a39
40;40;;1.5;39;22;4fd36160-e387-4502-b545-41e9ecd02684
41;41;;1.5;133;11;6a51b22d-3640-40f2-91e3-95587ea6605a
41;41;;1.5;173;19;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
41;41;;1.5;227;37;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
41;41;;1.5;171;19;0193dabb-4810-4d11-842b-6ba905240ebb
41;41;;1.5;39;20;b7fd22e4-83af-4875-99e4-a04860578d25
41;41;;1.5;41;27;b7779038-56d6-4363-929f-aef47f760de4
41;41;;1.5;38;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
41;41;;1.5;109;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
41;41;;1.5;107;2;bdbbabf5-d97f-46bc-b016-9631c0123a39
41;41;;1.5;40;22;4fd36160-e387-4502-b545-41e9ecd02684
42;42;;1.5;134;12;6a51b22d-3640-40f2-91e3-95587ea6605a
42;42;;1.5;174;20;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
42;42;;1.5;227;38;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
42;42;;1.5;172;20;0193dabb-4810-4d11-842b-6ba905240ebb
42;42;;1.5;40;20;b7fd22e4-83af-4875-99e4-a04860578d25
42;42;;1.5;42;27;b7779038-56d6-4363-929f-aef47f760de4
42;42;;1.5;39;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
42;42;;1.5;110;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
42;42;;1.5;108;3;bdbbabf5-d97f-46bc-b016-9631c0123a39
42;42;;1.5;41;22;4fd36160-e387-4502-b545-41e9ecd02684
43;43;;1.5;135;13;6a51b22d-3640-40f2-91e3-95587ea6605a
43;43;;1.5;175;21;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
43;43;;1.5;227;39;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
43;43;;1.5;173;21;0193dabb-4810-4d11-842b-6ba905240ebb
43;43;;1.5;41;20;b7fd22e4-83af-4875-99e4-a04860578d25
43;43;;1.5;43;27;b7779038-56d6-4363-929f-aef47f760de4
43;43;;1.5;40;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
43;43;;1.5;111;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
43;43;;1.5;109;4;bdbbabf5-d97f-46bc-b016-9631c0123a39
43;43;;1.5;42;22;4fd36160-e387-4502-b545-41e9ecd02684
44;44;;1.5;136;14;6a51b22d-3640-40f2-91e3-95587ea6605a
44;44;;1.5;176;22;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
44;44;;1.5;227;40;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
44;44;;1.5;174;22;0193dabb-4810-4d11-842b-6ba905240ebb
44;44;;1.5;42;20;b7fd22e4-83af-4875-99e4-a04860578d25
44;44;;1.5;44;27;b7779038-56d6-4363-929f-aef47f760de4
44;44;;1.5;41;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
44;44;;1.5;112;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
44;44;;1.5;110;5;bdbbabf5-d97f-46bc-b016-9631c0123a39
44;44;;1.5;43;22;4fd36160-e387-4502-b545-41e9ecd02684
45;45;;1.5;137;15;6a51b22d-3640-40f2-91e3-95587ea6605a
45;45;;1.5;177;23;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
45;45;;1.5;227;41;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
45;45;;1.5;175;23;0193dabb-4810-4d11-842b-6ba905240ebb
45;45;;1.5;43;20;b7fd22e4-83af-4875-99e4-a04860578d25
45;45;;1.5;45;27;b7779038-56d6-4363-929f-aef47f760de4
45;45;;1.5;42;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
45;45;;1.5;113;9;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
45;45;;1.5;111;6;bdbbabf5-d97f-46bc-b016-9631c0123a39
45;45;;1.5;44;22;4fd36160-e387-4502-b545-41e9ecd02684
46;46;;1.5;138;16;6a51b22d-3640-40f2-91e3-95587ea6605a
46;46;;1.5;178;24;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
46;46;;1.5;227;42;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
46;46;;1.5;176;24;0193dabb-4810-4d11-842b-6ba905240ebb
46;46;;1.5;44;20;b7fd22e4-83af-4875-99e4-a04860578d25
46;46;;1.5;46;27;b7779038-56d6-4363-929f-aef47f760de4
46;46;;1.5;43;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
46;46;;1.5;114;10;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
46;46;;1.5;112;7;bdbbabf5-d97f-46bc-b016-9631c0123a39
46;46;;1.5;45;22;4fd36160-e387-4502-b545-41e9ecd02684
47;47;;1.5;139;17;6a51b22d-3640-40f2-91e3-95587ea6605a
47;47;;1.5;179;25;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
47;47;;1.5;227;43;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
47;47;;1.5;177;25;0193dabb-4810-4d11-842b-6ba905240ebb
47;47;;1.5;45;20;b7fd22e4-83af-4875-99e4-a04860578d25
47;47;;1.5;47;27;b7779038-56d6-4363-929f-aef47f760de4
47;47;;1.5;44;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
47;47;;1.5;115;11;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
47;47;;1.5;113;8;bdbbabf5-d97f-46bc-b016-9631c0123a39
47;47;;1.5;46;22;4fd36160-e387-4502-b545-41e9ecd02684
48;48;;1.5;140;18;6a51b22d-3640-40f2-91e3-95587ea6605a
48;48;;1.5;180;26;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
48;48;;1.5;227;44;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
48;48;;1.5;178;26;0193dabb-4810-4d11-842b-6ba905240ebb
48;48;;1.5;46;20;b7fd22e4-83af-4875-99e4-a04860578d25
48;48;;1.5;48;27;b7779038-56d6-4363-929f-aef47f760de4
48;48;;1.5;45;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
48;48;;1.5;116;12;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
48;48;;1.5;114;9;bdbbabf5-d97f-46bc-b016-9631c0123a39
48;48;;1.5;47;22;4fd36160-e387-4502-b545-41e9ecd02684
49;49;;1.5;141;19;6a51b22d-3640-40f2-91e3-95587ea6605a
49;49;;1.5;181;27;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
49;49;;1.5;227;45;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
49;49;;1.5;179;27;0193dabb-4810-4d11-842b-6ba905240ebb
49;49;;1.5;47;20;b7fd22e4-83af-4875-99e4-a04860578d25
49;49;;1.5;49;27;b7779038-56d6-4363-929f-aef47f760de4
49;49;;1.5;46;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
49;49;;1.5;117;13;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
49;49;;1.5;115;10;bdbbabf5-d97f-46bc-b016-9631c0123a39
49;49;;1.5;48;22;4fd36160-e387-4502-b545-41e9ecd02684
50;50;;1.5;142;20;6a51b22d-3640-40f2-91e3-95587ea6605a
50;50;;1.5;182;28;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
50;50;;1.5;227;46;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
50;50;;1.5;180;28;0193dabb-4810-4d11-842b-6ba905240ebb
50;50;;1.5;48;20;b7fd22e4-83af-4875-99e4-a04860578d25
50;50;;1.5;50;27;b7779038-56d6-4363-929f-aef47f760de4
50;50;;1.5;47;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
50;50;;1.5;118;14;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
50;50;;1.5;116;11;bdbbabf5-d97f-46bc-b016-9631c0123a39
50;50;;1.5;49;22;4fd36160-e387-4502-b545-41e9ecd02684
51;51;;1.5;143;21;6a51b22d-3640-40f2-91e3-95587ea6605a
51;51;;1.5;183;29;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
51;51;;1.5;227;47;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
51;51;;1.5;181;29;0193dabb-4810-4d11-842b-6ba905240ebb
51;51;;1.5;49;20;b7fd22e4-83af-4875-99e4-a04860578d25
51;51;;1.5;51;27;b7779038-56d6-4363-929f-aef47f760de4
51;51;;1.5;48;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
51;51;;1.5;119;15;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
51;51;;1.5;117;12;bdbbabf5-d97f-46bc-b016-9631c0123a39
51;51;;1.5;50;22;4fd36160-e387-4502-b545-41e9ecd02684
52;52;;1.5;144;22;6a51b22d-3640-40f2-91e3-95587ea6605a
52;52;;1.5;184;30;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
52;52;;1.5;227;48;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
52;52;;1.5;182;30;0193dabb-4810-4d11-842b-6ba905240ebb
52;52;;1.5;50;20;b7fd22e4-83af-4875-99e4-a04860578d25
52;52;;1.5;52;27;b7779038-56d6-4363-929f-aef47f760de4
52;52;;1.5;49;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
52;52;;1.5;120;16;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
52;52;;1.5;118;13;bdbbabf5-d97f-46bc-b016-9631c0123a39
52;52;;1.5;51;22;4fd36160-e387-4502-b545-41e9ecd02684
53;53;;1.5;145;23;6a51b22d-3640-40f2-91e3-95587ea6605a
53;53;;1.5;185;31;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
53;53;;1.5;227;49;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
53;53;;1.5;183;31;0193dabb-4810-4d11-842b-6ba905240ebb
53;53;;1.5;51;20;b7fd22e4-83af-4875-99e4-a04860578d25
53;53;;1.5;53;27;b7779038-56d6-4363-929f-aef47f760de4
53;53;;1.5;50;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
53;53;;1.5;121;17;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
53;53;;1.5;119;14;bdbbabf5-d97f-46bc-b016-9631c0123a39
53;53;;1.5;52;22;4fd36160-e387-4502-b545-41e9ecd02684
54;54;;1.5;146;24;6a51b22d-3640-40f2-91e3-95587ea6605a
54;54;;1.5;186;32;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
54;54;;1.5;227;50;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
54;54;;1.5;184;32;0193dabb-4810-4d11-842b-6ba905240ebb
54;54;;1.5;52;20;b7fd22e4-83af-4875-99e4-a04860578d25
54;54;;1.5;54;27;b7779038-56d6-4363-929f-aef47f760de4
54;54;;1.5;51;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
54;54;;1.5;122;18;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
54;54;;1.5;120;15;bdbbabf5-d97f-46bc-b016-9631c0123a39
54;54;;1.5;53;22;4fd36160-e387-4502-b545-41e9ecd02684
55;55;;1.5;147;25;6a51b22d-3640-40f2-91e3-95587ea6605a
55;55;;1.5;187;33;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
55;55;;1.5;227;51;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
55;55;;1.5;185;33;0193dabb-4810-4d11-842b-6ba905240ebb
55;55;;1.5;53;20;b7fd22e4-83af-4875-99e4-a04860578d25
55;55;;1.5;55;27;b7779038-56d6-4363-929f-aef47f760de4
55;55;;1.5;52;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
55;55;;1.5;123;19;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
55;55;;1.5;121;16;bdbbabf5-d97f-46bc-b016-9631c0123a39
55;55;;1.5;54;22;4fd36160-e387-4502-b545-41e9ecd02684
56;56;;1.5;148;26;6a51b22d-3640-40f2-91e3-95587ea6605a
56;56;;1.5;188;34;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
56;56;;1.5;227;52;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
56;56;;1.5;186;34;0193dabb-4810-4d11-842b-6ba905240ebb
56;56;;1.5;54;20;b7fd22e4-83af-4875-99e4-a04860578d25
56;56;;1.5;56;27;b7779038-56d6-4363-929f-aef47f760de4
56;56;;1.5;53;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
56;56;;1.5;124;20;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
56;56;;1.5;122;17;bdbbabf5-d97f-46bc-b016-9631c0123a39
56;56;;1.5;55;22;4fd36160-e387-4502-b545-41e9ecd02684
57;57;;1.5;149;27;6a51b22d-3640-40f2-91e3-95587ea6605a
57;57;;1.5;189;35;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
57;57;;1.5;227;53;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
57;57;;1.5;187;35;0193dabb-4810-4d11-842b-6ba905240ebb
57;57;;1.5;55;20;b7fd22e4-83af-4875-99e4-a04860578d25
57;57;;1.5;57;27;b7779038-56d6-4363-929f-aef47f760de4
57;57;;1.5;54;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
57;57;;1.5;125;21;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
57;57;;1.5;123;18;bdbbabf5-d97f-46bc-b016-9631c0123a39
57;57;;1.5;56;22;4fd36160-e387-4502-b545-41e9ecd02684
58;58;;1.5;150;28;6a51b22d-3640-40f2-91e3-95587ea6605a
58;58;;1.5;190;36;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
58;58;;1.5;227;54;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
58;58;;1.5;188;36;0193dabb-4810-4d11-842b-6ba905240ebb
58;58;;1.5;56;20;b7fd22e4-83af-4875-99e4-a04860578d25
58;58;;1.5;58;27;b7779038-56d6-4363-929f-aef47f760de4
58;58;;1.5;55;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
58;58;;1.5;126;22;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
58;58;;1.5;124;19;bdbbabf5-d97f-46bc-b016-9631c0123a39
58;58;;1.5;57;22;4fd36160-e387-4502-b545-41e9ecd02684
59;59;;1.5;151;29;6a51b22d-3640-40f2-91e3-95587ea6605a
59;59;;1.5;191;37;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
59;59;;1.5;227;55;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
59;59;;1.5;189;37;0193dabb-4810-4d11-842b-6ba905240ebb
59;59;;1.5;57;20;b7fd22e4-83af-4875-99e4-a04860578d25
59;59;;1.5;59;27;b7779038-56d6-4363-929f-aef47f760de4
59;59;;1.5;56;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
59;59;;1.5;127;23;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
59;59;;1.5;125;20;bdbbabf5-d97f-46bc-b016-9631c0123a39
59;59;;1.5;58;22;4fd36160-e387-4502-b545-41e9ecd02684
60;60;;1.5;152;30;6a51b22d-3640-40f2-91e3-95587ea6605a
60;60;;1.5;192;38;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
60;60;;1.5;227;56;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
60;60;;1.5;190;38;0193dabb-4810-4d11-842b-6ba905240ebb
60;60;;1.5;58;20;b7fd22e4-83af-4875-99e4-a04860578d25
60;60;;1.5;60;27;b7779038-56d6-4363-929f-aef47f760de4
60;60;;1.5;57;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
60;60;;1.5;128;24;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
60;60;;1.5;126;21;bdbbabf5-d97f-46bc-b016-9631c0123a39
60;60;;1.5;59;22;4fd36160-e387-4502-b545-41e9ecd02684
61;61;;1.5;153;31;6a51b22d-3640-40f2-91e3-95587ea6605a
61;61;;1.5;193;39;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
61;61;;1.5;227;57;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
61;61;;1.5;191;39;0193dabb-4810-4d11-842b-6ba905240ebb
61;61;;1.5;59;20;b7fd22e4-83af-4875-99e4-a04860578d25
61;61;;1.5;61;27;b7779038-56d6-4363-929f-aef47f760de4
61;61;;1.5;58;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
61;61;;1.5;129;25;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
61;61;;1.5;127;22;bdbbabf5-d97f-46bc-b016-9631c0123a39
61;61;;1.5;60;22;4fd36160-e387-4502-b545-41e9ecd02684
62;62;;1.5;154;32;6a51b22d-3640-40f2-91e3-95587ea6605a
62;62;;1.5;194;40;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
62;62;;1.5;227;58;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
62;62;;1.5;192;40;0193dabb-4810-4d11-842b-6ba905240ebb
62;62;;1.5;60;20;b7fd22e4-83af-4875-99e4-a04860578d25
62;62;;1.5;62;27;b7779038-56d6-4363-929f-aef47f760de4
62;62;;1.5;59;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
62;62;;1.5;130;26;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
62;62;;1.5;128;23;bdbbabf5-d97f-46bc-b016-9631c0123a39
62;62;;1.5;61;22;4fd36160-e387-4502-b545-41e9ecd02684
63;63;;1.5;155;33;6a51b22d-3640-40f2-91e3-95587ea6605a
63;63;;1.5;195;41;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
63;63;;1.5;227;59;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
63;63;;1.5;193;41;0193dabb-4810-4d11-842b-6ba905240ebb
63;63;;1.5;61;20;b7fd22e4-83af-4875-99e4-a04860578d25
63;63;;1.5;63;27;b7779038-56d6-4363-929f-aef47f760de4
63;63;;1.5;60;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
63;63;;1.5;131;27;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
63;63;;1.5;129;24;bdbbabf5-d97f-46bc-b016-9631c0123a39
63;63;;1.5;62;22;4fd36160-e387-4502-b545-41e9ecd02684
64;64;;1.5;156;34;6a51b22d-3640-40f2-91e3-95587ea6605a
64;64;;1.5;196;42;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
64;64;;1.5;227;60;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
64;64;;1.5;194;42;0193dabb-4810-4d11-842b-6ba905240ebb
64;64;;1.5;62;20;b7fd22e4-83af-4875-99e4-a04860578d25
64;64;;1.5;64;27;b7779038-56d6-4363-929f-aef47f760de4
64;64;;1.5;61;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
64;64;;1.5;132;28;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
64;64;;1.5;130;25;bdbbabf5-d97f-46bc-b016-9631c0123a39
64;64;;1.5;63;22;4fd36160-e387-4502-b545-41e9ecd02684
65;65;;1.5;157;35;6a51b22d-3640-40f2-91e3-95587ea6605a
65;65;;1.5;197;43;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
65;65;;1.5;227;61;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
65;65;;1.5;195;43;0193dabb-4810-4d11-842b-6ba905240ebb
65;65;;1.5;63;20;b7fd22e4-83af-4875-99e4-a04860578d25
65;65;;1.5;65;27;b7779038-56d6-4363-929f-aef47f760de4
65;65;;1.5;62;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
65;65;;1.5;133;29;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
65;65;;1.5;131;26;bdbbabf5-d97f-46bc-b016-9631c0123a39
65;65;;1.5;64;22;4fd36160-e387-4502-b545-41e9ecd02684
66;66;;1.5;158;36;6a51b22d-3640-40f2-91e3-95587ea6605a
66;66;;1.5;198;44;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
66;66;;1.5;227;62;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
66;66;;1.5;196;44;0193dabb-4810-4d11-842b-6ba905240ebb
66;66;;1.5;64;20;b7fd22e4-83af-4875-99e4-a04860578d25
66;66;;1.5;66;27;b7779038-56d6-4363-929f-aef47f760de4
66;66;;1.5;63;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
66;66;;1.5;134;30;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
66;66;;1.5;132;27;bdbbabf5-d97f-46bc-b016-9631c0123a39
66;66;;1.5;65;22;4fd36160-e387-4502-b545-41e9ecd02684
67;67;;1.5;159;37;6a51b22d-3640-40f2-91e3-95587ea6605a
67;67;;1.5;199;45;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
67;67;;1.5;227;63;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
67;67;;1.5;197;45;0193dabb-4810-4d11-842b-6ba905240ebb
67;67;;1.5;65;20;b7fd22e4-83af-4875-99e4-a04860578d25
67;67;;1.5;67;27;b7779038-56d6-4363-929f-aef47f760de4
67;67;;1.5;64;24;596f26b4-de5f-4927-a4b7-43eb97bfb856
67;67;;1.5;135;31;f46217e6-e02d-4e24-b444-a5c7ef3ab11f
67;67;;1.5;133;28;bdbbabf5-d97f-46bc-b016-9631c0123a39
67;67;;1.5;66;22;4fd36160-e387-4502-b545-41e9ecd02684
68;68;;1.5;160;38;6a51b22d-3640-40f2-91e3-95587ea6605a
68;68;;1.5;200;46;f4a5e6cd-7c1e-48d6-85ff-aca4ab4174b4
68;68;;1.5;227;64;0b2fa3e8-06d4-4007-b2d8-8eb6d1ef0b4e
